table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
control.customer_account_designation,business_partner_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,customer_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,operating_organization_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,company_code_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,country_code,character(2),False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,channel_code,text,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,designation_type,control.customer_account_designation_type_d NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,priority_tier,smallint,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,effective_from,date NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,effective_until,date,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,rationale,text NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.customer_account_designation,status,control.customer_account_designation_status_d NOT NULL DEFAULT 'pending',True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.customer_account_designation,idempotency_key,text NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.customer_account_designation,decision_reason,text,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.customer_account_designation,reviewed_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.customer_account_designation,reviewed_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.customer_account_designation,approved_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.customer_account_designation,approved_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.customer_account_designation,decision_idempotency_key,text,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.customer_account_designation,decision_fingerprint,text,False,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
